,user,churn,age,housing,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
2507,15468,0,26.0,R,0,0,37,0,0,135,0,0,4,1,1,0,1,2,Weekly,0,0,0,0,Cancer,0,0,1.23,1
2508,31914,0,33.0,R,13,1,65,13,0,140,0,0,11,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.7,1
2509,64706,1,29.0,R,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.0,0
2510,13210,0,20.0,na,0,0,80,0,0,138,0,0,2,1,1,1,1,2,Weekly,0,0,0,0,na,0,0,1.13,1
2511,41585,0,38.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,Aries,0,0,0.0,0
2512,32842,0,46.0,na,0,0,0,0,0,30,0,0,4,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.77,0
2513,64000,1,43.0,na,0,0,14,0,0,49,0,0,4,1,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,0.8,1
2514,43147,0,29.0,R,18,0,47,18,0,158,0,0,10,1,1,0,1,2,Semi-Monthly,0,0,0,0,Scorpio,1,0,1.27,1
2515,50353,1,59.0,na,0,0,0,0,0,10,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Capricorn,0,0,0.06999999999999999,0
2516,32998,0,29.0,R,1,0,20,1,1,110,0,0,6,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,1.4,0
2517,66770,0,20.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.0,0
2518,53571,0,26.0,R,0,0,25,0,0,55,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Pisces,1,0,0.47,0
2519,47658,1,42.0,R,1,0,35,1,0,118,0,0,12,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,0.67,1
2520,35163,1,27.0,O,1,0,161,1,0,230,0,0,10,1,1,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,1.97,1
2521,6735,0,40.0,na,0,0,0,0,0,63,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.0,0
2522,50278,0,22.0,R,0,0,0,0,0,14,0,0,3,1,0,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,0.16999999999999998,0
2523,67425,1,26.0,na,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,2.0,0
2524,32829,0,27.0,R,1,0,56,1,0,203,0,0,6,1,0,0,1,0,Bi-Weekly,0,1,0,0,Scorpio,0,0,1.73,0
2525,68484,0,28.0,na,0,0,1,0,0,3,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,0.1,0
2526,46491,0,23.0,R,0,0,62,0,0,124,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.17,1
2527,553,0,37.0,na,0,0,55,0,0,132,0,0,20,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,1.4,0
2528,26175,1,38.0,na,1,0,4,1,0,16,0,0,0,1,0,1,0,0,Monthly,0,0,0,0,Aquarius,0,0,0.27,0
2529,9370,1,35.0,na,0,0,0,0,0,30,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.43,0
2530,5369,0,21.0,R,0,0,0,0,0,144,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,1.5699999999999998,0
2531,63621,0,28.0,na,0,0,9,0,0,12,0,0,5,1,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,0.5,0
2532,55263,1,77.0,R,0,0,0,0,2,28,0,0,17,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,0.47,0
2533,34823,0,19.0,R,0,0,6,0,0,141,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.53,0
2534,64685,0,30.0,na,0,0,2,0,0,0,0,0,0,1,0,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,0.0,1
2535,962,0,43.0,na,0,0,183,0,0,254,0,0,22,1,0,1,0,3,Weekly,0,0,0,0,Leo,0,1,1.97,0
2536,42875,0,21.0,na,1,0,12,1,0,23,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.16999999999999998,0
2537,28878,1,20.0,R,1,0,114,1,0,197,0,0,18,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,1.73,1
2538,55772,0,51.0,na,2,0,6,2,0,15,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.6,0
2539,43071,0,23.0,na,24,0,106,24,0,188,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,1.27,0
2540,17897,0,39.0,R,31,13,46,31,0,151,0,0,20,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.3,1
2541,13947,0,27.0,na,0,0,2,0,0,1,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,0.08,1
2542,41150,0,59.0,na,0,0,10,0,0,6,0,0,1,1,0,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,0.46,1
2543,7905,0,51.0,O,5,0,102,5,0,249,0,0,31,1,0,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,2.03,1
2544,63202,0,20.0,R,0,0,0,0,0,0,0,0,0,1,0,0,1,2,Weekly,0,0,0,0,Virgo,0,0,0.0,0
2545,65284,1,24.0,na,3,0,7,3,0,3,0,0,1,1,0,0,1,0,na,0,0,0,0,Leo,0,0,0.06999999999999999,0
2546,813,0,53.0,O,23,5,56,22,0,144,0,0,9,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,1.27,0
2547,7508,1,41.0,R,0,0,0,0,0,88,0,0,21,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,1,1,1.23,0
2548,57935,0,20.0,na,1,0,8,0,0,45,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.93,0
2549,64776,0,39.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,Virgo,0,0,0.0,0
2550,51551,0,36.0,R,1,0,28,1,0,71,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.8199999999999998,1
2551,30725,0,33.0,R,42,1,97,42,0,267,0,0,30,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.17,1
2552,42722,0,29.0,R,25,0,132,25,0,300,0,0,24,1,1,1,0,0,na,0,0,0,0,Virgo,0,0,2.23,1
2553,51218,1,21.0,R,0,0,1,0,0,33,0,0,2,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.43,1
2554,8556,0,24.0,R,0,0,0,0,0,91,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.23,0
2555,17390,0,44.0,R,0,0,0,0,0,191,0,0,6,1,1,1,0,2,na,0,0,0,0,Leo,0,0,1.87,0
2556,62777,0,25.0,na,8,0,18,8,0,56,0,0,15,1,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,0.8199999999999998,1
2557,32875,0,37.0,R,0,0,0,0,0,170,0,0,9,1,1,0,1,2,Semi-Monthly,0,0,0,0,Sagittarius,0,0,1.77,0
2558,37098,0,40.0,na,10,2,21,10,0,51,0,0,18,1,0,0,1,2,Weekly,0,0,0,0,Leo,0,0,0.94,1
2559,16081,1,27.0,R,0,0,34,0,0,33,0,0,2,1,1,0,1,0,Weekly,0,0,0,0,Aries,0,0,0.3,0
2560,62034,0,27.0,R,0,0,0,0,0,1,0,0,0,1,1,0,1,0,na,0,0,0,0,na,0,0,0.0,0
2561,14193,0,47.0,R,7,0,113,7,0,175,0,0,22,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.3,1
2562,4824,0,27.0,R,4,1,26,4,0,173,0,0,6,1,0,0,1,0,Monthly,0,0,0,0,Taurus,0,0,1.8,1
2563,68003,1,23.0,R,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.03,0
2564,37945,1,23.0,O,0,0,0,0,0,73,0,0,10,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.93,0
2565,40980,1,28.0,R,2,1,20,2,0,66,0,0,15,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.1,1
2566,48140,0,35.0,R,0,0,40,0,0,85,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.8099999999999998,1
2567,62547,1,28.0,R,0,0,3,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.0,0
2568,1500,0,28.0,R,0,0,113,0,0,226,0,0,10,1,0,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,1.93,1
2569,57183,1,37.0,na,2,1,4,2,0,10,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.0,0
2570,46219,1,27.0,R,1,1,9,1,0,16,0,0,0,1,0,0,1,0,na,0,0,0,0,Gemini,0,0,0.27,0
2571,52794,0,28.0,na,0,0,18,0,0,36,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.73,0
2572,1494,0,24.0,R,1,0,72,1,0,199,0,0,21,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,1.47,1
2573,31473,1,39.0,na,0,0,6,0,0,45,0,0,10,1,1,1,0,0,na,0,0,0,0,Sagittarius,0,0,0.6,1
2574,21833,1,23.0,na,0,0,0,0,0,53,0,1,2,1,1,0,1,0,na,0,0,1,0,Scorpio,0,0,1.13,0
2575,67418,0,36.0,na,0,0,2,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.06999999999999999,1
2576,14128,1,21.0,R,16,3,50,16,0,71,0,0,10,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.37,0
2577,24024,0,42.0,R,0,0,181,0,0,296,0,0,31,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.93,1
2578,1132,1,26.0,R,27,6,90,27,0,167,0,0,22,1,1,0,1,2,Bi-Weekly,0,0,0,0,Taurus,1,0,1.33,1
2579,19487,0,24.0,O,1,0,37,1,0,200,0,0,9,1,1,1,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,1.83,1
2580,50686,1,39.0,O,0,0,0,0,0,35,0,0,6,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.4,1
2581,60454,1,30.0,na,1,0,10,1,0,10,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.3,0
2582,66499,0,28.0,na,0,0,2,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.33,1
2583,46348,1,23.0,na,0,0,29,0,0,87,0,0,1,1,0,1,0,0,Monthly,0,0,0,0,Aquarius,1,0,0.83,0
2584,27434,1,31.0,na,0,0,0,0,0,26,0,0,2,1,1,0,1,4,Bi-Weekly,0,0,0,0,Virgo,0,0,0.16999999999999998,0
2585,20472,1,27.0,na,0,0,6,0,0,18,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,2.0,0
2586,11559,0,49.0,na,0,0,3,0,0,154,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,1,0,1.77,0
2587,57549,0,36.0,R,0,0,123,0,0,114,0,0,12,1,0,0,1,0,Monthly,0,0,0,0,Capricorn,0,0,0.67,1
2588,11577,0,30.0,na,0,0,52,0,0,110,0,0,5,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,1.33,0
2589,33904,0,31.0,na,0,0,9,0,0,63,0,0,4,1,1,0,1,2,Semi-Monthly,0,0,0,0,Aries,0,0,0.83,0
2590,44459,0,39.0,na,3,0,26,3,0,69,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.94,0
2591,43252,1,30.0,na,0,0,1,0,0,17,0,0,0,1,0,1,0,0,na,0,0,0,0,Leo,0,0,0.03,0
2592,57343,1,40.0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,Sagittarius,0,0,0.0,0
2593,68740,0,58.0,na,0,0,0,0,0,8,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.2,0
2594,22764,0,34.0,na,0,0,0,0,1,152,0,0,14,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.97,0
2595,24322,1,37.0,na,0,0,56,0,0,183,0,0,7,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,2.2,1
2596,56750,1,47.0,na,0,0,3,0,2,51,1,0,12,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,0.63,0
2597,64845,0,20.0,R,0,0,1,0,0,1,0,0,0,1,0,0,1,2,na,0,0,0,0,na,0,0,0.0,0
2598,9600,1,45.0,na,0,0,18,0,0,16,0,0,0,1,1,0,1,0,na,0,0,0,0,na,0,0,2.0,0
2599,21705,0,41.0,na,0,0,14,0,0,34,0,0,3,1,1,1,0,2,Bi-Weekly,0,0,0,0,Aries,0,0,0.32,0
2600,43046,1,46.0,R,0,0,0,0,1,156,0,0,5,1,1,0,1,0,Monthly,0,0,0,0,Cancer,0,0,2.03,0
2601,48753,1,25.0,R,0,0,7,0,0,8,0,0,3,1,1,0,1,0,na,0,0,0,0,Libra,0,0,1.0,1
2602,48208,0,44.0,na,1,0,73,1,0,171,0,0,6,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,1.63,1
2603,42476,0,54.0,na,1,0,40,1,0,201,0,0,46,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,1.83,1
2604,46674,0,39.0,R,0,0,0,0,0,116,0,0,36,1,1,1,0,2,Weekly,0,0,0,0,na,0,1,1.3,0
2605,6452,1,35.0,na,3,1,16,3,0,18,0,0,1,1,1,1,0,2,Weekly,0,0,0,0,Cancer,0,0,0.37,1
2606,4782,0,45.0,na,1,0,110,1,0,175,0,0,11,1,1,1,0,2,Bi-Weekly,0,0,0,0,Gemini,0,0,1.53,1
2607,48353,0,26.0,na,0,0,3,0,0,99,0,0,2,1,0,1,0,2,Bi-Weekly,0,0,0,0,Taurus,0,0,0.93,0
2608,6634,1,29.0,R,0,0,0,0,1,186,0,1,17,1,1,1,1,3,Semi-Monthly,0,0,0,0,Gemini,0,0,2.03,0
2609,6988,0,30.0,na,0,0,88,0,0,179,0,0,4,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,1,0,1.77,1
2610,12005,1,41.0,R,0,0,0,0,1,255,0,1,47,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,2.23,1
2611,26977,1,29.0,R,0,0,0,0,0,275,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.5,1
2612,43549,0,23.0,na,0,0,14,0,0,26,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Virgo,1,0,0.33,0
2613,31682,0,22.0,R,3,2,77,3,0,127,0,0,19,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.6,0
2614,57700,1,48.0,na,0,0,0,0,0,10,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,1,Aquarius,1,0,1.86,0
2615,33085,1,24.0,R,0,0,38,0,0,153,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.5699999999999998,1
2616,27579,0,28.0,R,0,0,0,0,0,74,0,0,7,1,1,0,1,2,Bi-Weekly,0,0,0,0,na,1,0,1.27,0
2617,36308,1,30.0,na,1,0,8,1,0,25,0,0,1,1,0,0,1,0,Monthly,0,0,0,0,Libra,1,0,0.27,0
2618,34230,0,23.0,na,0,0,6,0,0,23,0,0,1,1,0,1,0,0,na,0,0,0,0,Cancer,0,0,0.71,0
2619,4581,0,24.0,R,13,0,28,13,0,75,0,0,27,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.77,1
2620,31633,0,24.0,na,1,0,33,1,0,74,0,0,4,1,1,1,0,0,na,0,0,0,0,Aries,0,0,1.0,0
2621,56769,1,41.0,na,3,1,6,3,0,5,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.25,0
2622,41201,1,46.0,na,36,4,71,36,0,250,0,0,10,1,1,1,1,3,na,0,0,0,0,Leo,0,0,1.73,1
2623,38291,0,21.0,na,2,0,12,2,0,193,0,0,8,1,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,1.4,1
2624,41736,0,27.0,R,0,0,130,0,0,223,0,0,11,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.87,1
2625,12157,0,49.0,na,0,0,2,0,0,0,0,0,0,1,0,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,0.03,0
2626,24464,0,27.0,R,0,0,14,0,0,90,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.2,0
2627,45182,0,29.0,na,0,0,6,0,0,14,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.14,0
2628,65184,0,36.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.0,1
2629,5371,0,20.0,na,0,0,3,0,0,6,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.22000000000000008,0
2630,45882,1,33.0,na,0,0,0,0,0,14,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.03,0
2631,13367,0,34.0,R,0,0,16,0,0,19,0,0,1,1,1,0,1,0,na,0,0,0,0,Aries,0,0,0.3,1
2632,51243,1,31.0,R,0,0,0,0,0,37,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,0.6,0
2633,63515,1,36.0,R,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.0,0
2634,59733,1,28.0,na,0,0,0,0,0,5,0,0,0,1,0,1,0,0,Bi-Weekly,0,1,0,0,Scorpio,0,0,4.0,0
2635,55323,0,19.0,na,1,0,1,1,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.04,0
2636,50113,1,27.0,na,0,0,0,0,0,71,0,0,2,1,0,0,1,0,na,0,0,0,0,Pisces,0,0,0.63,0
2637,58761,0,33.0,na,0,0,21,0,0,65,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.79,1
2638,30989,0,44.0,R,1,0,0,1,1,274,0,0,20,1,1,0,1,0,Monthly,0,0,0,0,Pisces,0,0,2.23,1
2639,46663,0,50.0,na,5,0,20,5,0,65,0,0,13,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.79,0
2640,45488,0,21.0,na,2,1,6,2,0,6,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.0,0
2641,36735,0,36.0,R,0,0,33,0,0,60,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.87,0
2642,44974,1,22.0,na,0,0,25,0,0,65,0,0,2,1,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,0.4,0
2643,47350,0,37.0,O,8,2,54,7,0,175,0,0,17,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.7,1
2644,34315,0,49.0,na,0,0,0,0,1,57,0,0,11,1,1,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,1.2,0
2645,44923,0,38.0,na,12,3,27,12,0,75,0,0,6,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.94,0
2646,36361,1,28.0,R,7,0,30,7,0,43,0,0,4,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,0.7,0
2647,18204,1,23.0,na,0,0,0,0,0,91,1,0,9,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,0.43,1
2648,24981,0,35.0,na,0,0,11,0,0,17,0,0,1,1,0,1,0,0,Monthly,0,0,0,0,Aries,0,0,0.6,1
2649,35571,1,29.0,O,0,0,0,0,0,284,0,0,20,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.27,0
2650,65955,1,32.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,0.0,0
2651,53931,0,25.0,na,1,0,19,1,0,117,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.33,0
2652,43694,1,25.0,R,2,0,2,1,0,149,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.37,0
2653,64714,0,29.0,R,0,0,6,0,0,0,0,0,0,1,0,1,0,0,na,0,0,0,0,Leo,0,0,0.5,1
2654,19175,1,27.0,na,0,0,0,0,0,253,0,8,21,1,1,1,0,0,Semi-Monthly,0,0,0,0,Taurus,0,0,1.67,0
2655,14741,0,21.0,R,3,2,81,3,0,244,0,0,18,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.9,1
2656,34592,0,33.0,na,0,0,3,0,0,9,0,0,0,1,0,0,1,0,na,0,0,0,0,Aries,0,0,0.16999999999999998,0
2657,64461,0,27.0,O,0,0,3,0,0,8,0,0,1,1,0,1,0,0,Monthly,0,0,0,0,Leo,0,0,0.13,1
2658,18968,0,61.0,na,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Monthly,0,0,0,0,Capricorn,0,0,0.3,0
2659,22877,1,24.0,na,0,0,16,0,0,19,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.43,0
2660,62881,0,34.0,na,0,0,3,0,0,7,0,0,0,1,0,0,1,0,Bi-Weekly,1,0,0,0,Cancer,0,0,0.25,0
2661,16864,1,21.0,R,0,0,0,0,1,155,0,0,7,1,0,0,1,3,Bi-Weekly,0,0,0,0,na,0,0,2.33,0
2662,15426,0,25.0,na,0,0,34,0,0,75,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.8,0
2663,18879,0,50.0,R,0,0,0,0,0,161,0,0,9,1,1,0,1,3,Bi-Weekly,0,0,0,0,Aquarius,0,0,2.13,0
2664,11625,0,24.0,R,1,0,134,1,0,240,0,0,14,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.93,1
2665,46097,0,31.0,na,0,0,11,0,0,10,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Leo,1,0,0.0,0
2666,35612,1,31.0,R,0,0,0,0,0,112,1,0,14,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,1.53,0
2667,20193,0,20.0,R,18,2,105,17,0,171,0,0,11,1,0,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,1.23,0
2668,37251,1,32.0,R,0,0,19,0,0,66,0,0,13,1,0,0,1,0,na,0,0,0,0,Cancer,0,0,0.06999999999999999,0
2669,16870,0,40.0,na,16,0,26,16,0,85,0,0,21,1,1,1,0,0,na,0,0,0,0,Leo,0,0,0.67,1
2670,53201,0,32.0,R,3,0,99,3,0,223,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.77,0
2671,9669,0,60.0,na,57,0,72,57,0,245,0,0,57,1,1,1,0,2,Monthly,0,0,0,0,Gemini,0,0,1.87,1
2672,51570,1,28.0,na,0,0,0,0,0,14,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.13,0
2673,20997,1,42.0,na,25,20,129,25,0,271,0,0,23,1,0,1,0,0,na,0,0,0,0,Capricorn,0,0,2.0,1
2674,30703,1,30.0,na,0,0,10,0,0,20,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.0,0
2675,25648,0,23.0,na,0,0,16,0,0,22,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.3,0
2676,35488,1,23.0,O,0,0,29,0,0,29,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,0.43,1
2677,36534,0,29.0,R,5,0,25,5,0,28,0,0,3,1,1,0,1,2,na,0,0,0,0,Aquarius,0,0,0.27,0
2678,58802,0,43.0,na,1,0,7,1,0,17,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Aries,0,0,0.2,0
2679,32740,0,25.0,R,1,0,17,1,0,24,0,0,4,1,0,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,0.33,1
2680,49629,0,29.0,na,0,0,129,0,0,251,0,0,7,1,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.0,1
2681,21600,1,26.0,na,1,1,0,1,0,60,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,0.67,0
2682,57673,1,51.0,R,2,2,0,2,1,163,3,0,17,1,1,1,1,4,na,0,0,0,0,Scorpio,0,0,1.17,0
2683,61709,0,38.0,na,0,0,2,0,0,0,0,0,0,1,0,0,1,2,na,0,0,0,0,Sagittarius,0,0,0.0,0
2684,62417,0,20.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Semi-Monthly,0,0,0,0,na,0,0,0.0,0
2685,33944,0,21.0,O,0,0,82,0,0,239,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.6,0
2686,33471,0,35.0,O,1,0,117,1,0,196,0,0,5,1,0,1,1,3,na,0,0,0,0,Capricorn,0,0,1.53,0
2687,24355,0,48.0,O,1,0,157,1,0,305,0,0,10,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.23,1
2688,21563,0,37.0,na,0,0,0,0,0,210,0,0,23,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.27,0
2689,18354,0,29.0,na,19,0,57,19,0,114,0,0,12,1,1,0,1,4,na,0,0,0,0,Virgo,0,0,1.23,0
2690,15455,1,33.0,R,8,2,23,8,0,41,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.6,1
2691,39944,0,30.0,O,2,1,68,2,0,236,0,0,3,1,0,0,1,2,Weekly,0,0,0,0,na,0,0,1.53,1
2692,4335,0,51.0,na,4,2,24,4,0,52,0,0,7,1,1,1,0,3,Monthly,0,0,0,0,Pisces,1,0,0.5,1
2693,42361,1,21.0,R,1,0,0,1,0,10,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,0.4,0
2694,57002,1,20.0,R,0,0,20,0,0,25,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.23,1
2695,36912,0,25.0,R,1,0,26,1,0,55,0,0,5,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,0.9,0
2696,24252,1,39.0,na,5,0,22,5,0,161,0,0,13,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.1,1
2697,48559,0,20.0,na,1,0,18,1,0,50,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,0.75,0
2698,22081,0,30.0,R,0,0,5,0,0,100,0,0,12,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,1.13,0
